hotel,district,source,author,date,rating,review
Воробей,Московский,yandex_maps,Маргарита Калинина,24 июня 2024,5.0,"Вполне подходящее место, чтобы остановиться здесь на выходные: 1.Локация: до пешеходной улицы пешком совсем недалеко. До Кремля тоже легко дойти, без перепада высот. Мы впервые приехали в отель не на такси, а на метро - очень удобно добираться от ж/д…"
Воробей,Московский,yandex_maps,Arn,13 октября 2024,1.0,"Добрый вечер. Хороший уютный отель и месторасположение удобное. Только из за этого решили приехать в Нижний Новгород и поселиться в отеле Воробей 2 раз. Но к сожаление по приезду в отель нам было объявлено что в субботу 12,10.2024 не будет воды ни горячей ни…"
Воробей,Московский,yandex_maps,Irene A.,31 июля 2025,5.0,"Приятный мини-отель с хорошими завтраками. Удобное расположение, 7 минут от площади Горького, рядом ТЦ Небо и много мест, где можно пообедать/поужинать"
Воробей,Московский,yandex_maps,Наталья .,6 января,5.0,"Отелем остались очень довольны. Чисто, уютно, комфортно. Персонал приветлив, отзывчивый. Рекомендую и по месторасположение, все рядом."
Воробей,Московский,yandex_maps,Андрей Рачин,26 апреля 2024,4.0,Хорошая небольшая гостишка в Нижнем Новгороде. Из плюсов отмечу удачное место расположения. От гостиницы можно пешим шагом добраться до Белого Кремля и знаменитых Чкаловских ступеней. Там же собственно находится и набережная.…
Воробей,Московский,yandex_maps,Мария Вячеславовна,15 сентября 2024,4.0,"За свою цену нормально. Расположение хорошее, до главных достопримечательностей можно дойти пешком, номер чистый, завтрак понравился, было достаточно выбора, голодными не остались"
Воробей,Московский,yandex_maps,Юлия Угрюмова,24 июня 2025,4.0,"Плюс этого отеля его расположение и люди,которые там работают.Номер был обычный,хоть и люкс,но санузел настолько маленький,что это даже напрягало.Завтраки были скромные,но голодными мы не остались.Впринципе,жить можно)))"
Воробей,Московский,yandex_maps,Елизавета,7 декабря 2025,5.0,"Хорошая гостиница. Чисто, уютно. Приятные работники. Один минус, холодно в номере, хотя 2 батареи горячих. И в ванной комнате холодный полотенцесушитель."
Воробей,Московский,yandex_maps,Светлана П.,21 июня 2024,5.0,"Удобное расположение (недалеко от центра, при этом тихо, окна во двор), чистый и достаточно просторный номер с кондиционером и множеством тумбочек/полочек/ящичков👍, вежливый персонал, своевременное и оперативное оформление необходимых документов. Завтрак -…"
9 Ночей-Норт,Московский,yandex_maps,Lubov,25 сентября 2025,5.0,"Гостиница очень понравилась, очень переживали что реальность не совпадёт с ожиданием, но зря, номер просто супер, очень чисто, ни соринки ни пылинки, даже бокалы и стаканы были идеально протерты, тапочки, гигиенические наборы,свежее бельё, виды очень красивые…"
9 Ночей-Норт,Московский,yandex_maps,Катя У.,13 октября 2025,5.0,"Нам с семьёй нужно было где-то остановиться на одну ночь в Нижнем Новгороде.Выбор наш пал на апарт-отель «9 ночей». Остановились в трёхместном номере «Стайл №335». Заселение в «9 ночей» бесконтактное: мы приехали в номер, где уже…"
9 Ночей-Норт,Московский,yandex_maps,Елизавета С.,1 сентября 2025,5.0,"Отличное место, чтобы остановиться на несколько ночей! Взяли номер 38квадратных метров на троих: одна двуспальная кровать и комфортный диван раскладывающийся. Также в шкафу была раскладушка.…"
9 Ночей-Норт,Московский,yandex_maps,Алексей Ежов,13 октября 2025,5.0,"Отель расположен в самом центре города, что очень удобно. Рядом кафе, магазины, достопримечательности, всё в пешей доступности. Отличная транспортная развязка - легко добраться как на машине, так и на общественном транспорте. Отдельный плюс - подземная парковка…"
9 Ночей-Норт,Московский,yandex_maps,Рина Аносова,23 июля 2025,5.0,"Я хотела бы поделиться своим впечатлением от отдыха в этом замечательном месте. Номер оказался уютным и очень комфортным, с наличием всех необходимых удобств. Особенно порадовала наличие посуды, чайника, гладильной доски и сушилки — это сделало наше…"
9 Ночей-Норт,Московский,yandex_maps,Виктория,5 сентября 2025,5.0,"Всё очень ненавязчиво, нет горничной снующей по коридору с тележкой, ресепшена пусть даже с услужливым персоналом, заселение дистанционно. Номер и вид из окна шикарный, мебель, ремонт со вкусом и без излишков, на кухне всё есть (на случай, если собираетесь готовить)…"
9 Ночей-Норт,Московский,yandex_maps,Анастасия,14 октября 2025,5.0,"Отличный отель, хорошие, просторные номера, свежий ремонт, чисто, уютно, все необходимое есть. Заселение бесконтактное, хорошая локация, большая удобная парковка…"
9 Ночей-Норт,Московский,yandex_maps,Евгений Александрович,28 августа 2025,5.0,"Впервые познакомились с концепцией ""полного отсутствия"" привычного вида отеля с персоналом. Очень интересно. Приехал, по коду из сообщения получил ключи - и живи. Класс. При этом все четко. По расписанию. Если вопросы - то сервис 24/7 онлайн. Такое ощущение, ты…"
9 Ночей-Норт,Московский,yandex_maps,Виктор Федоров,21 августа 2025,5.0,"Были в 218 студии с 17.08 по 19.08. Всё замечательно. Обстановка в номере не отличается от фотографий на сайте отеля. В номере чисто, свежо (перед нашим заселением уже работал кондиционер), никаких посторонних запахов. Мебель удобная, бельё белоснежное. Парковка…"
9 Ночей-Норт,Московский,yandex_maps,Олеся Ельцина,31 июля 2025,5.0,"Приезжали в Нижний на несколько дней погулять, отдохнуть, посмотреть город. Такой способ размещения пробуем впервые. Остановили выбор на номерах в 9ночей. Очевидные плюсы - удобное местоположение, недалеко от центра, есть парковка, как на улице…"
9 Ночей-Норт,Московский,yandex_maps,Новичкова Л.,6 ноября 2025,5.0,"В данном отеле были две ночи. Заселение бесконтактное, прошло отлично. Номер на 10 этаже с видом на реку Ока. Номер чистый, комната, туалет, кухонные принадлежности все сверкает. Отдых сопровождала станция Алиса, которая тоже была в номере, включала приятную музыку…"
9 Ночей-Норт,Московский,yandex_maps,Елена Ф,29 октября 2025,5.0,"Останавливались на одну ночь в этом апарт-отеле, студия Де Пари. Остались в полном восторге, как от расположения апартов, так и от самой студии. Очень понравилось бесконтактное заселение. Студия на 12 этаже, с шикарным видом на реку, все новое, чистое, интерьер современный,…"
9 Ночей-Норт,Московский,yandex_maps,Anastasia K.,5 января,5.0,"Останавливались в данном отеле на одну ночь в номере Великолепие. Понравился интерьер номера, местоположение в городе. Есть посуда и банные принадлежности, хороший большой телевизор. Единственное, видимо есть некие проблемы с приточной вентиляцией в доме, было…"
9 Ночей-Норт,Московский,yandex_maps,Анастасия Изварина,14 ноября 2025,5.0,"Очень приятный персонал. Все было отлично, большое спасибо особенно администратору которая несколько раз меня выручала, обслуживание на уровне, чистота в номере, сам номер очень уютный и красивый, хотела бы ещё раз у вас остановится. Ещё раз большое спасибо! Боялась, что…"
9 Ночей-Норт,Московский,yandex_maps,Татьяна,2 сентября 2025,5.0,"У нас были забронированы апартаменты с двумя спальнями и гостиной. Все чисто, аккуратно. Были семьей с детьми всего 1 ночь, остались очень довольны. Все необходимое есть, шампунь, гель для душа, зубные щетки, паста, посуда для приготовления и принятия еды. В шаговой…"
9 Ночей-Норт,Московский,yandex_maps,Анастасия К.,17 октября 2025,4.0,"Номер чистенький, очень порадовало наличие теплого пола в ванной комнате и всех необходимых средств гигиены. Очень понравился вид на реку, особенно в вечерние часы) Положили подарочек в виде Городецкого пряника, уверена он очень…"
9 Ночей-Норт,Московский,yandex_maps,SEB S.,28 декабря 2025,4.0,"Удобное расположение (порядка 2 км пешком до Кремля) , есть бесплатная парковка и платный подземный паркинг. Жили на 12 этаже, из окна чудный вид на Оку. В номере есть варочная панель, чайник, кофемашина с небольшим запасом капсул, микроволновка, набор…"
9 Ночей-Норт,Московский,yandex_maps,Наталья В.,20 ноября 2025,5.0,"Заселились в прекрасный видовой премиум-номер на 9 этаже в 920 апартаменты Royal. Вид из окна просто потрясающий. Шикарные апартаменты с новой мебелью со всем необходимым и даже больше. Все очень чисто. Мы чувствовали себя, как дома! Хотим выразить огромную…"
9 Ночей-Норт,Московский,yandex_maps,EsenyA,28 ноября 2025,5.0,"Удобный отель с апартаментами. Расположен не далеко от центра, 40 мин пешком и 12 мин на машине до Покровки. Заселение бесконтактное, ключи в почтовом ящике. Выбрали номер студия Wood, уютные апартаменты. Имеется все…"
9 Ночей-Норт,Московский,yandex_maps,Мария,9 сентября 2025,5.0,"Хороший чистый номер, все было, что нужно ( утюг, фен, посуда , тапочки, гигиенические наборы, гель для душа, шампунь, микроволновка, стиральная машина и средства для стирки , чистые полотенуа и белье ..и даже кофе машина с капсулами…"
9 Ночей-Норт,Московский,yandex_maps,Misha Z,10 сентября 2025,5.0,"Останавливались в Нижнем Новгороде всей семьёй (2 взрослых и 2 детей). Просторная комната, где всем было комфортно разместиться. Очень порадовало расположение — буквально 10 минут на такси или общественном транспорте от железнодорожного вокзала, удобно для…"
9 Ночей-Норт,Московский,yandex_maps,Светлана Коснырева,24 июля 2025,5.0,"Останавливались в гостинице на одну ночь, тк были проездом. Впечатления из 100 - 99,9 баллов. Порядок, чистота, сервис, все , что надо для повседневной жизни -все есть. Квартира студия комплектация полная-кухня, микроволновка, чайник, холодильник, плита,…"
9 Ночей-Норт,Московский,yandex_maps,Сунита Николаева,11 января,5.0,"Знаете, впервые оказалась в таком месте. И была очень удивлена насколько большой выбор номеров, на цвет и вкус)) каждый номер оснащен кухней и всем необходимым в ней. Ванна просторная, совмещен с санузлом. Сделан отличный ремонт, все новое. Вопросы по…"
9 Ночей-Норт,Московский,yandex_maps,Марина О,22 октября 2025,5.0,"Приезжали на три денечка в НН. Останавливались в этом апарт отеле. Номер на 10 этаже с отличными видами. Чисто и уютно, постельное свежее. Есть все, для комфортного проживания. Внизу есть несколько кофеин и ресторан. Тихо. Хорошее расположение. Рекомендую."
9 Ночей-Норт,Московский,yandex_maps,Юлия Гузенко,21 августа 2025,3.0,"Что понравилось: -чистый и современный номер -есть все необходимое:посуда, микроволновка, туалетный набор, утюг с гладильной доской и т.…"
9 Ночей-Норт,Московский,yandex_maps,Михаил,24 октября 2025,5.0,"Апартаменты 9 ночей один из самых интересных вариантов гостиниц данного сегмента.. Жили семьёй одни сутки, все очень понравилось! Во-первых, отличная локация, старый ухоженный район недалеко от исторического центра. Очень уютная современная мебель , отделка…"
9 Ночей-Норт,Московский,yandex_maps,Алиса Мильто,21 ноября 2025,5.0,"Каждый кто живёт в этом мире, должен побывать в этом отеле! Были всего три дня, но такие воспоминания.... Идеально все! От запах, до интерьера. Единственный минусик, когда купили сразу завтрак за 500₽ там было три варианта, и один вариант выходит так, что дешевле чем 500 рублей, даже то место где был завтрак( не шведский стол) оно очень атмосферное"
9 Ночей-Норт,Московский,yandex_maps,Елена Якунина,10 августа 2025,4.0,"Очень достойный отель. Номера просторные, прекрасно оформлены. Есть всё необходимое для комфортного проживания. Но все же не пятёрка. Останавливались на неделю. Уборка в номере производится только по просьбе гостей (не чаще, чем раз в 3 дня). На…"
9 Ночей-Норт,Московский,yandex_maps,Дмитрий Т.,26 июля 2025,5.0,"Так получилось,что за 4 дня побывали аж в трёх номерах. Во всех чисто,уютно,минимальный набор посуды,но всего как раз достаточно. Все работает,ничего не сломано. Потрясающая шумоизоляция. Как будто и соседей нет. Хотя были в момент полной загруженности отеля. В 20…"
9 Ночей-Норт,Московский,yandex_maps,Алексей Т.,27 сентября 2025,5.0,Великолепные апартаменты для временного проживания. Оборудованы всем необходимым. В номере поддерживается чистота. Дом удобно расположен. До Кремля и основных достопримечательностей 20 минут пешком. Основная улица…
9 Ночей-Норт,Московский,yandex_maps,Эльвира Набиева,5 ноября 2025,5.0,"Были с детьми в ""Апарт-отеле 9 ночей"" с 04.11.2025 по 06.11.2025. Трехместный номер-студия #828. Нам все понравилось: оперативное бесконтактное заселение; большая безоплатная парковка возле отеля; есть мини кухня - утром с детьми очень удобно завтракать в номере;…"
9 Ночей-Норт,Московский,yandex_maps,алена в.,9 августа 2025,5.0,"Отличные аппартаменты, в новом комплексе, есть все необходимое, очень чисто, кухня, удобная кровать, безконтактное заселение, внизу отличный, очень вкусный ресторан, есть доставка в номера. Единственный минус- это парковка, своя под шлагбаумом маленькая и…"
9 Ночей-Норт,Московский,yandex_maps,Елена Клейменова,2 октября 2025,4.0,"Место неплохое, но как тут все пишут, фото соответствует номеру 100%, ничего подобного, номер похож. Мы выбрали ориентир светильник цветок, но цветка точно не было)) сам номер чистый, но у нас дуло из окна, и в холодное время года было бы некомфортно спать. Завтрак не брали…"
9 Ночей-Норт,Московский,yandex_maps,Сергей Калюбаев,14 сентября 2025,3.0,"Останавливался на сутки в семейных апартаментах. По самим апартаментам все отлично, чисто, комфортно, здесь пять баллов. А вот работа администраторов и само заселение - твердая двойка. Схема проезда не соответствует действительности. Одна из улиц перекрыта и…"
9 Ночей-Норт,Московский,yandex_maps,Евгения Ежикова,17 октября 2025,5.0,"Останавливалась в #910. Все было чистое, новое, со вкусом подобранное. Отдельно порадовала мини-стиралка для нижнего белья. В номере две бутылки воды, конфетки, чай и городецкий пряник. Хороший вид из окна. Утром немного было слышно басистых мужиков за стеной. Но в…"
9 Ночей-Норт,Московский,yandex_maps,Alexandr T.,23 ноября 2025,5.0,"Проживали в прекрасных партаментах ""Пион"", уютно, чисто, тепло как дома. Есть все необходимое. Заметно, что владелец подошёл со всей ответственностью и заботой. Нет ничего поврежденного, все целое: мебель, техника, ремонт свежий. Удачное расположение до всех…"
9 Ночей-Норт,Московский,yandex_maps,Daria Ch.,24 августа 2025,3.0,В середине августа снимали студию Aqua №814 с видом на реку в Апарт-отеле «9 ночей — NORT». На первый взгляд апартаменты просто замечательные: расположены…
9 Ночей-Норт,Московский,yandex_maps,Игорь Кича,26 августа 2025,5.0,"Отличный отель. Хорошее расположение рядом с центром и смотровыми площадками. Удобно добираться как на машине, так и своим ходом. Современные номера-студии со всем необходимым для комфортного отдыха (кухня, микроволновка, стиральная машинка, утюг). Хорошие…"
9 Ночей-Норт,Московский,yandex_maps,Екатерина Продан,15 декабря 2025,5.0,"Отличный апарт-отель, приезжали на выходные из Москвы и переночевали в этом уютном месте. Номер большой, чистый, на кухне есть вся необходимая посуда, электрический чайник, плита, холодильник. Не пожалели, что остановились у Вас."
9 Ночей-Норт,Московский,yandex_maps,татьяна тихомирова,3 сентября 2025,4.0,"В целом норм, удобно, всё под рукой. Кухня, душ, просторные комнаты. Можно сказать, что чистенько, полотенчики не замазанные. Посуда на выбор, хочешь что-то приготовить, пожалуйста, всё необходимое есть. Спать было комфортно, кто-то говорил неудобные кровати - у нас была…"
9 Ночей-Норт,Московский,yandex_maps,Полина Ярошевич,22 августа 2025,2.0,Останавливались в номере 640 с 17 по 20 августа 2025 года. Нас было 3е человек. Самое большое неудовольствие вызвало у нас как у гостей состояние…
9 Ночей-Норт,Московский,yandex_maps,Полина Трунина,4 октября 2025,5.0,Если вы приехали в Нижний Новгород на выходные посмотреть достопримечательности - эт то этот отель идеальный вариант 👍🏻 Добраться до ключевых мест можно в течение 10-20 минут. Открывается красивый вид на реку 🌅также в номере есть всё…
9 Ночей-Норт,Московский,yandex_maps,Galina,6 августа 2025,5.0,"Хорошие апартаменты. Девочки администраторы быстро реагируют и помогают с бронью. При повторном заселении дают 10% скидку. В апартаментах есть всё, что указано в списке. Это маленькая и функциональная квартирка, для того чтобы в гостях почувствовать себя…"
9 Ночей-Норт,Московский,yandex_maps,poman .,3 октября 2025,3.0,"Номера аккуратные, практичные. К чистоте при заезде есть вопросы, не критично. Долго заселяли, стоянки у отеля бесплатной нет. Потратили на это 40 мин ( после дороги в 6 часов- это долго) стоянка платная -1500. Вай фай в номере не работал. На мой запрос предложили выключить…"
9 Ночей-Норт,Московский,yandex_maps,Александра Мальцева,16 августа 2025,5.0,"Оставались в данном отеле с 10 по 13 августа. В целом впечатление хорошее. В номере было всё необходимое : фен, сушилка для белья, тапочки , халаты, утюг ,фен, набор ( щетка и паста), полотенца и прочие базовые пренадлежности. Наличие чайника, плиты и стиральной…"
9 Ночей-Норт,Московский,yandex_maps,Юлия,10 сентября 2025,5.0,"Хочется выразить благодарность, за отличную работу и оперативность в решении вопросов. Из-за форс мажора руководитель не смог заселиться в изначальный вариант размещения в Нижнем Новгороде. 9 ночей в 20:00 быстро…"
9 Ночей-Норт,Московский,yandex_maps,Анастасия Сурикова,4 сентября 2025,5.0,"Удобное оформление. Администраторы постоянно на связи, вежливые и готовы помочь. Номера с современным ремонтом. Очень понравилось. Никто не тревожил, все убрано, подготовлено к заезду. Забрал ключи в ящике, пожил, при выезде там же оставил. На завтрак, обед вниз в кафе спустился и поехал на город любоваться. Свобода, удобство и комфорт"
9 Ночей-Норт,Московский,yandex_maps,Сергей Зайцев,31 декабря 2025,4.0,"Апартаменты в большом комплексе. В целом неплохо, тк от апартаментов до Покровской, пешеходной улице пешком минут 10-15ть. Парковка бесплатная перед зданием. Несколько удивило, что ещё не автоматизировали заселение. Пришлось заходить на ресепшен на…"
9 Ночей-Норт,Московский,yandex_maps,Наталия Карышева,8 августа 2025,3.0,"Почему три балла? Огромный минус для нас отсутствие нормальной парковки. Платную пытались забронировать за три дня, мест не было. Бесплатная настолько загружена, что выехать во время отдыха невозможно, мест может не быть. Нам просто крупно повезло, что при…"
9 Ночей-Норт,Московский,yandex_maps,Ирина Житнякова,17 ноября 2025,5.0,"Отель очень хороший. В номерах чисто, есть все для удобного проживания. Этакие квартирки. Бесконтактная форма обслуживания, что лично нам очень нравится. Большая парковка. Расположен удобно, недалеко Большая Покровская, Рождественская. Храмы, Смотровая…"
История,Московский,yandex_maps,сергей ярославцев,27 июля 2025,5.0,"Останавливались в 20-х числах июля 2025 на одну ночь. Ранний заезд был невозможен, поэтому оставили вещи в отеле и пошли на экскурсию в Кремль. Отличное расположение. Прямо на исторической территории. На этой улице Кожевенной можно сразу знакомиться с городом. Отель…"
История,Московский,yandex_maps,Ната Як,6 октября 2025,5.0,"Останавливались на две ночи в ходе поездки в Нижний на выходные. Отель удобно расположен на исторической улице, в шаговой доступности от Кремля, набережной, памятник а Минину и Пожарскому. Окна у нас были на улицу в сторону Кремля, в окно была видна одна из его…"
История,Московский,yandex_maps,Lenusek,24 августа 2025,4.0,"Хороший отель в своей категории. Великолепно расположен для туристов. Уютно. Приветливый, оперативный персонал. Номер - 2 этаж, улучшенный стандарт, окна на улицу. Естественно до глубокой ночи шумно. Если окно закрыть - с улицы ничего не слышно. В целом уютный…"
История,Московский,yandex_maps,Денис Ш.,14 сентября 2025,5.0,Останавливались в гостинице «История» на несколько дней с 11 по 13.09 и остались очень довольны. Приятно удивили вежливые и отзывчивые администраторы — всегда…
История,Московский,yandex_maps,Сергей,4 сентября 2025,5.0,"На мой взгляд, этоодин из лучших отелей в самом центре города. Отель идеально расположен, прямо напротив Нижегородского кремля, на ""Миллионке"". Отсюда пешком можно дойти до всех главных…"
История,Московский,yandex_maps,Надежда,8 октября 2025,5.0,"Прекрасный отель в историческом центре города. До Кремля рукой подать. Красивый, уютный, есть кухня, где можно бесплатно попить чаю и воспользоваться микроволновой печью. За подписку на группу отеля вас бесплатно угостят кофе. Есть подземная парковка, что очень удобно -…"
История,Московский,yandex_maps,Юлия С.,19 августа 2025,5.0,"Отель чистый, уютный. Персонал круглосуточно стоит на ресепшене, все вежливые и приветливые. Расположен отель в исторической части города, много достопримечательностей в шаговой доступности - Кремль, Чкаловская лестница, набережная и др. Рядом улица Рождественская, на…"
История,Московский,yandex_maps,Olesya М.,29 сентября 2025,5.0,Останавливались всего на 1 ночь. Но гостиница очень понравилась. Плюсы: 1. Заселение. Огромное спасибо администраторам за раннее…
История,Московский,yandex_maps,Ася Никитина,16 декабря 2025,5.0,"Наша любимая гостиница Нижнего Новгорода! Приезжаем в город с 2023 года и не по разу в год, и всегда останавливаемся в Истории. Для нас у неё идеальное расположение, адекватное ценообразование, комфортные условия проживания с возможностью позавтракать в гостинице,…"
История,Московский,yandex_maps,О А.,23 августа 2025,5.0,"Отличное расположение! Рядом вход в Кремль со стороны Ивановской башни. Останавливались на сутки. Небольшой уютный отель. Свежий ремонт. Номер уютный, но звукоизоляция подвела - вечером слышали храпящего соседа, а утром будильники всего этажа... Холодильник в…"
История,Московский,yandex_maps,Гришина Карина,20 октября 2025,5.0,"Хорошая гостиница, спокойные, небольшие чистые номера, проживали с детьми во время участия во всероссийском мероприятии в стандартных двухместных номерах. Есть завтрак шведский стол, было важно, чтобы можно было с утра нормально позавтракать. Есть крытый тёплый…"
История,Московский,yandex_maps,Наталия Лаврова,10 января,5.0,"Замечательный отель, очень повезло в него попасть! Были проездом на 1 ночь перед самым Новым годом - ребенку подарили сладкий подарок. Муж умудрился заболеть в дороге - подсказали где…"
История,Московский,yandex_maps,Hades,12 августа 2025,4.0,"Расположение обалденно удобное, кремль и река рядом. На соседних улицах полно мест где перекусить. Гостиница чистая, красивая, атриум расписанный и светлый. Девушка в приёмной душевная, спасибо ей большое за…"
История,Московский,yandex_maps,Полина И.,20 декабря 2025,5.0,"Это отличный вариант, чтобы пару дней здесь пожить! Приехала в командировку, останавливалась на одну ночь, номер был с видом в атриум. Все было хорошо! Из отзывов почитала, что в этом виде…"
История,Московский,yandex_maps,Брындина Юлия,31 октября 2025,5.0,"Номер чистый, на троих человек (1 взрослый и двое детей) три отдельных кровати. Завтрак шведский стол, большой выбор( омлет, творожная запеканка, овощи, фрукты, яйца, каши...), персонал следит за наличием еды, если заканчивается то добавляют. Можно не переживать если…"
История,Московский,yandex_maps,Ольга Петрова,2 сентября 2025,4.0,"Роскошная локация! Отель находится у подножия кремлёвской стены, на тихой улочке в двух минутах хотьбы от улицы Рождественская. Окно нашего номера выходило на улицу и из окна было видно кремлёвские башни. В отеле очень чисто и тихо, замена полотенец и уборка…"
История,Московский,yandex_maps,Екатерина Б.,6 августа 2025,5.0,"Отель прямо в исторической части. Очень небольшой, но комфортный, с внутренним двориком. Номер на 3 человек порадовал отдельными полноценными кроватями ( а не раскладными креслами как в других отелях) за это отдельное спасибо. Завтрак- шведский стол, вполне…"
История,Московский,yandex_maps,Татьяна,31 августа 2025,3.0,Останавливались в июне 2025 на одну ночь. Что понравилось: - удобное месторасположение - приветливые администраторы на…
История,Московский,yandex_maps,Ирина П,16 сентября 2025,5.0,"Были в сентябре 2025г. Отель очень хорошо расположен, рядом с многими достопримечательностями. Жили на третьем этаже в небольшом номере с окном на улицу, при открытом окне шум машин ночью был слышен. Номер хороший, холодильник, удобная кровать, хорошие подушки. Вся…"
История,Московский,yandex_maps,Елена Светлова,23 декабря 2025,5.0,"Классная гостиница у подножия Кремля, вокруг бары и рестораны. Номер чистый, уборка отличная. Завтраки хорошие. Супер удобная кровать и подушки! Я удобнее не встречала. Очень отзывчивый и вежливый персонал.…"
История,Московский,yandex_maps,Даниил Толстунов,10 августа 2025,5.0,"Отличный отель, с разумной ценной. Очень удачное расположение в исторической части города - все достопримечательности в буквальной шаговой доступности. Из окон красивый вид на Кремль. Выходя из отеля вы сразу попадаете на одну из главных прогулочных улиц. Сервис тоже…"
История,Московский,yandex_maps,Анна Фролова,4 августа 2025,5.0,"5 минут как выехали из этого отеля)Поэтому отзыв свежий. Во первых одним из больших плюсов является расположение.В 5- минутах кремль,так же рядом набережная и улица Рождественка со всеми ресторанами и барами…"
История,Московский,yandex_maps,Юлия Шараева,14 сентября 2025,5.0,"Расположен на красивой пешеходной улице в паре шагов от Кремля с одной стороны и паре шагов от набережной с другой) Классные, очень чистые номера. И весь отель как будто бы совсем новый! Или просто такой ухоженный . Мы путешествовали втроем и получили…"
История,Московский,yandex_maps,juli1050,26 сентября 2025,5.0,"Останавливались в отеле на 5 дней. Все понравилось, персонал вежливый. Номер полностью соответствует описанию, хороший ремонт. Уборка в номере каждый день! Брали с завтраком и не пожалели, очень вкусно и разнообразно!!! Отель в самом центре, рядом с Кремлем, набережной…"
История,Московский,yandex_maps,Александр,18 августа 2025,5.0,"Отличный тихий, уютный отель. Очень близко к культурному и прогулочным маршрутам. Днем окультуриваться, вечером отдых на любой вкус и кошелёк. Чистый, уютный, комфортный номер. Обслуживания хорошее, приемлемые цены, и не нужно утром искать где…"
